"","Beer_Names","Beer_ID","ABV","IBU","Style","Ounces","Brewery_Name","Brewery_ID","City","State"
"1843","Grisette",1363,0.056,25,"Grisette",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1844","360° India Pale Ale",1211,0.062,NA,"American IPA",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1845","Helles Golden Lager",1123,0.049,18,"Munich Helles Lager",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1846","Sly Fox Christmas Ale 2012 (2012)",926,0.055,16,"Winter Warmer",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1847","Odyssey Imperial IPA",894,0.084,90,"American Double / Imperial IPA",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1848","Oktoberfest Lager",166,0.058,25,"Märzen / Oktoberfest",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1849","113 IPA",24,0.07,113,"American IPA",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1850","Dunkel Lager",23,0.053,21,"Munich Dunkel Lager",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1851","Royal Weisse Ale",22,0.056,11,"Hefeweizen",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1852","Pikeland Pils",21,0.049,44,"German Pilsener",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1853","Phoenix Pale Ale",20,0.051,40,"American Pale Ale (APA)",12,"Sly Fox Brewing Company",372,"Pottstown"," PA"
"1854","Seven Gates Pale Ale",1587,0.056,NA,"American Pale Ale (APA)",12,"Spring House Brewing Company",373,"Conestoga"," PA"
"1855","Wolfman's Berliner",1583,0.038,NA,"Berliner Weissbier",12,"7venth Sun",374,"Dunedin"," FL"
"1856","Trolley Stop Stout",1580,0.057,40,"American Stout",12,"Astoria Brewing Company",375,"Astoria"," OR"
"1857","Bitter Bitch Imperial IPA",980,0.082,138,"American Double / Imperial IPA",12,"Astoria Brewing Company",375,"Astoria"," OR"
"1858","Poop Deck Porter",979,0.062,35,"American Porter",12,"Astoria Brewing Company",375,"Astoria"," OR"
"1859","Old Red Beard Amber Ale",978,0.06,35,"American Amber / Red Ale",12,"Astoria Brewing Company",375,"Astoria"," OR"
"1860","Lahaina Town Brown",1578,0.051,20,"American Brown Ale",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1861","Pau Hana Pilsner",1429,0.055,NA,"Czech Pilsener",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1862","Lemongrass Saison",1271,0.05,NA,"Saison / Farmhouse Ale",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1863","Aloha B’ak’tun",713,0.07,NA,"Belgian Strong Dark Ale",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1864","Liquid Breadfruit",712,0.082,NA,"Fruit / Vegetable Beer",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1865","Sobrehumano Palena'ole",690,0.06,24,"American Amber / Red Ale",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1866","La Perouse White",547,0.05,12,"Witbier",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1867","Flyin' HI.P.Hay",435,0.068,68,"American IPA",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1868","Mana Wheat",313,0.055,15,"American Pale Wheat Ale",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1869","Bikini Blonde Lager",33,0.045,18,"Munich Helles Lager",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1870","CoCoNut Porter",32,0.057,30,"American Porter",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1871","Big Swell IPA",31,0.062,65,"American IPA",12,"Maui Brewing Company",376,"Lahaina"," HI"
"1872","12th Round",1577,0.076,78,"American Strong Ale",16,"RoughTail Brewing Company",377,"Midwest City"," OK"
"1873","RoughTail IPA",1576,0.07,80,"American IPA",16,"RoughTail Brewing Company",377,"Midwest City"," OK"
"1874","Polar Night Stout",1575,0.08,NA,"American Stout",16,"RoughTail Brewing Company",377,"Midwest City"," OK"
"1875","Slow Hand Stout",1571,0.052,29,"American Stout",16,"Lucette Brewing Company",378,"Menominee"," WI"
"1876","Mad Manatee IPA",1569,0.065,NA,"American IPA",12,"Bold City Brewery",379,"Jacksonville"," FL"
"1877","Killer Whale Cream Ale",1568,0.055,NA,"Cream Ale",12,"Bold City Brewery",379,"Jacksonville"," FL"
"1878","Duke's Cold Nose Brown Ale",1188,0.06,NA,"American Brown Ale",12,"Bold City Brewery",379,"Jacksonville"," FL"
"1879","Autumn Winds",1567,0.058,NA,"Märzen / Oktoberfest",16,"Grey Sail Brewing of Rhode Island",380,"Westerly"," RI"
"1880","Flying Jenny Extra Pale Ale",1505,0.06,54,"American Pale Ale (APA)",12,"Grey Sail Brewing of Rhode Island",380,"Westerly"," RI"
"1881","Hazy Day Belgian-Style Wit",1186,0.04,20,"Witbier",16,"Grey Sail Brewing of Rhode Island",380,"Westerly"," RI"
"1882","Bring Back the Beach Blonde Ale",1185,0.055,NA,"American Blonde Ale",16,"Grey Sail Brewing of Rhode Island",380,"Westerly"," RI"
"1883","Leaning Chimney Smoked Porter",984,0.06,34,"American Porter",16,"Grey Sail Brewing of Rhode Island",380,"Westerly"," RI"
"1884","Flying Jenny Extra Pale Ale (2012)",693,0.06,54,"American Pale Ale (APA)",12,"Grey Sail Brewing of Rhode Island",380,"Westerly"," RI"
"1885","Flagship Ale",631,0.049,22,"Cream Ale",12,"Grey Sail Brewing of Rhode Island",380,"Westerly"," RI"
"1886","1800 Big Log Wheat (2012)",1564,0.05,NA,"American Pale Wheat Ale",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1887","Double Play Pilsner",1541,NA,NA,"American Pilsner",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1888","Brewerhood Brown Ale",1321,0.055,NA,"American Brown Ale",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1889","Last Call Imperial Amber Ale",1320,0.08,NA,"American Amber / Red Ale",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1890","Pernicious Double IPA",1319,0.096,NA,"American Double / Imperial IPA",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1891","6-4-3 Double Play Pilsner",1303,0.052,NA,"German Pilsener",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1892","N Street Drive-In 50th Anniversary IPA",1025,NA,NA,"American Double / Imperial IPA",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1893","467 Ethan's Stout",1012,0.05,NA,"American Stout",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1894","1335 Wicked Snout",942,0.064,NA,"Saison / Farmhouse Ale",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1895","543 Skull Creek Fresh Hopped Pale Ale",937,0.045,NA,"American Pale Ale (APA)",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1896","1327 Pod's ESB",888,0.056,37,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1897","1327 Pod's ESB",886,0.056,37,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1898","1327 Pod's ESB",612,0.056,37,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1899","834 Happy As Ale",611,0.046,35,"American Pale Ale (APA)",12,"Blue Blood Brewing Company",381,"Lincoln"," NE"
"1900","Bermuda Triangle Ginger Beer",1554,0.045,NA,"Herbed / Spiced Beer",12,"Swashbuckler Brewing Company",382,"Manheim"," PA"
"1901","Full Nelson Pale Ale",1547,0.059,60,"American Pale Ale (APA)",12,"Blue Mountain Brewery",383,"Afton"," VA"
"1902","Steel Wheels ESB",1546,0.065,30,"Extra Special / Strong Bitter (ESB)",12,"Blue Mountain Brewery",383,"Afton"," VA"
"1903","Blue Mountain Classic Lager",1545,0.053,22,"Euro Pale Lager",12,"Blue Mountain Brewery",383,"Afton"," VA"
"1904","Full Nelson Pale Ale (2010)",119,0.059,60,"American Pale Ale (APA)",12,"Blue Mountain Brewery",383,"Afton"," VA"
"1905","Starr Pils",1544,0.042,20,"German Pilsener",12,"Starr Hill Brewery",384,"Crozet"," VA"
"1906","Northern Lights India Pale Ale",1205,0.065,52,"American IPA",16,"Starr Hill Brewery",384,"Crozet"," VA"
"1907","Festie",369,0.048,12,"Märzen / Oktoberfest",12,"Starr Hill Brewery",384,"Crozet"," VA"
"1908","Northern Lights India Pale Ale",368,0.065,52,"American IPA",12,"Starr Hill Brewery",384,"Crozet"," VA"
"1909","One Claw",1542,0.055,NA,"American Pale Ale (APA)",12,"Westbrook Brewing Company",385,"Mt. Pleasant"," SC"
"1910","Westbrook Gose",1312,0.04,5,"Gose",12,"Westbrook Brewing Company",385,"Mt. Pleasant"," SC"
"1911","White Thai",576,0.05,16,"Witbier",12,"Westbrook Brewing Company",385,"Mt. Pleasant"," SC"
"1912","Westbrook IPA",575,0.068,65,"American IPA",12,"Westbrook Brewing Company",385,"Mt. Pleasant"," SC"
"1913","Monkey Fist IPA",1539,0.069,65,"American IPA",12,"Shipyard Brewing Company",386,"Portland"," ME"
"1914","Shipyard Summer Ale",975,0.051,NA,"American Pale Wheat Ale",12,"Shipyard Brewing Company",386,"Portland"," ME"
"1915","Pumpkinhead Ale",814,0.047,NA,"Pumpkin Ale",12,"Shipyard Brewing Company",386,"Portland"," ME"
"1916","Shipyard Export",727,0.051,NA,"American Blonde Ale",12,"Shipyard Brewing Company",386,"Portland"," ME"
"1917","Stout Ol' Friend",1538,0.064,NA,"American Stout",16,"Revolution Brewing",387,"Paonia"," CO"
"1918","Stout Ol' Friend (2012)",1075,0.064,NA,"American Stout",16,"Revolution Brewing",387,"Paonia"," CO"
"1919","Rye Porter",710,NA,NA,"American Porter",16,"Revolution Brewing",387,"Paonia"," CO"
"1920","Miner's Gold",709,0.05,NA,"American Blonde Ale",16,"Revolution Brewing",387,"Paonia"," CO"
"1921","Vienna Lager",708,0.046,NA,"Vienna Lager",16,"Revolution Brewing",387,"Paonia"," CO"
"1922","Jessie's Garage",706,0.056,NA,"American Pale Ale (APA)",16,"Revolution Brewing",387,"Paonia"," CO"
"1923","Colorado Red Ale",220,0.062,NA,"American Amber / Red Ale",12,"Revolution Brewing",387,"Paonia"," CO"
"1924","Miner's Gold",219,NA,NA,"American Blonde Ale",12,"Revolution Brewing",387,"Paonia"," CO"
"1925","Undun Blonde Ale",1537,0.053,NA,"American Blonde Ale",16,"Natian Brewery",388,"Portland"," OR"
"1926","CuDa Cascadian Dark Ale",1536,0.074,NA,"American Black Ale",16,"Natian Brewery",388,"Portland"," OR"
"1927","Old Grogham Imperial India Pale Ale",1265,0.085,86,"American Double / Imperial IPA",16,"Natian Brewery",388,"Portland"," OR"
"1928","Old Grogham Imperial India Pale Ale (2012)",747,0.085,86,"American Double / Imperial IPA",16,"Natian Brewery",388,"Portland"," OR"
"1929","CuDa Cascadian Dark Ale (2012)",746,0.074,NA,"American Black Ale",16,"Natian Brewery",388,"Portland"," OR"
"1930","Undun Blonde Ale (2012)",654,0.053,NA,"American Blonde Ale",16,"Natian Brewery",388,"Portland"," OR"
"1931","Kentucky Kölsch",1535,0.043,NA,"Kölsch",16,"Alltech's Lexington Brewing Company",389,"Lexington"," KY"
"1932","Kentucky IPA",1149,0.065,NA,"American IPA",16,"Alltech's Lexington Brewing Company",389,"Lexington"," KY"
"1933","G'KNIGHT",1533,0.087,85,"American Double / Imperial IPA",12,"Oskar Blues Brewery (North Carol...",390,"Brevard"," NC"
"1934","Ten Fidy",1532,0.099,98,"Russian Imperial Stout",12,"Oskar Blues Brewery (North Carol...",390,"Brevard"," NC"
"1935","Deviant Dale's IPA",1328,0.08,85,"American Double / Imperial IPA",16,"Oskar Blues Brewery (North Carol...",390,"Brevard"," NC"
"1936","Old Chub",1175,0.08,35,"Scottish Ale",12,"Oskar Blues Brewery (North Carol...",390,"Brevard"," NC"
"1937","Dale's Pale Ale",1166,0.065,65,"American Pale Ale (APA)",19.2,"Oskar Blues Brewery (North Carol...",390,"Brevard"," NC"
"1938","Dale's Pale Ale",1065,0.065,65,"American Pale Ale (APA)",12,"Oskar Blues Brewery (North Carol...",390,"Brevard"," NC"
"1939","Clem's Gold",1530,0.053,NA,"American Pale Lager",16,"Orlison Brewing Company",391,"Airway Heights"," WA"
"1940","Lizzy's Red",1529,0.055,NA,"American Amber / Red Lager",16,"Orlison Brewing Company",391,"Airway Heights"," WA"
"1941","Orlison India Pale Lager",1528,0.067,NA,"American Pale Lager",16,"Orlison Brewing Company",391,"Airway Heights"," WA"
"1942","Brünette",1527,0.042,NA,"Euro Dark Lager",16,"Orlison Brewing Company",391,"Airway Heights"," WA"
"1943","Havanüther",1526,0.041,NA,"Light Lager",16,"Orlison Brewing Company",391,"Airway Heights"," WA"
"1944","Agave Wheat",1522,0.042,9,"American Pale Wheat Ale",12,"Breckenridge Brewery",392,"Denver"," CO"
"1945","SummerBright Ale",397,0.045,15,"American Pale Wheat Ale",12,"Breckenridge Brewery",392,"Denver"," CO"
"1946","Lucky U IPA",193,0.062,68,"American IPA",12,"Breckenridge Brewery",392,"Denver"," CO"
"1947","Avalanche Ale",83,0.054,19,"American Amber / Red Ale",12,"Breckenridge Brewery",392,"Denver"," CO"
"1948","Saison 88",1519,0.055,30,"Saison / Farmhouse Ale",12,"Santa Fe Brewing Company",393,"Santa Fe"," NM"
"1949","Black IPA",967,0.071,95,"American Black Ale",12,"Santa Fe Brewing Company",393,"Santa Fe"," NM"
"1950","Santa Fe Irish Red Ale",599,0.045,NA,"Irish Red Ale",12,"Santa Fe Brewing Company",393,"Santa Fe"," NM"
"1951","Santa Fe Oktoberfest",307,NA,NA,"Märzen / Oktoberfest",12,"Santa Fe Brewing Company",393,"Santa Fe"," NM"
"1952","Imperial Java Stout",305,0.08,NA,"Russian Imperial Stout",12,"Santa Fe Brewing Company",393,"Santa Fe"," NM"
"1953","Freestyle Pilsner",304,0.055,NA,"German Pilsener",12,"Santa Fe Brewing Company",393,"Santa Fe"," NM"
"1954","Happy Camper IPA",217,0.066,NA,"American IPA",12,"Santa Fe Brewing Company",393,"Santa Fe"," NM"
"1955","Shark Bait",1508,0.053,11,"Fruit / Vegetable Beer",12,"Miami Brewing Company",394,"Miami"," FL"
"1956","Gator Tail Brown Ale",1507,0.053,30,"American Brown Ale",12,"Miami Brewing Company",394,"Miami"," FL"
"1957","Miami Vice IPA",1506,0.071,62,"American IPA",12,"Miami Brewing Company",394,"Miami"," FL"
"1958","Big Rod Coconut Ale",1325,0.053,16,"American Blonde Ale",12,"Miami Brewing Company",394,"Miami"," FL"
"1959","Oak Aged Cider",1503,0.065,NA,"Cider",12,"Schilling & Company",395,"Seattle"," WA"
"1960","Ginger Cider",1466,0.065,NA,"Cider",12,"Schilling & Company",395,"Seattle"," WA"
"1961","Schilling Hard Cider",1245,0.065,NA,"Cider",12,"Schilling & Company",395,"Seattle"," WA"
"1962","Green House India Pale Ale",1501,0.07,NA,"American IPA",12,"Hops & Grain Brewery",396,"Austin"," TX"
"1963","The One They Call Zoe",1004,0.051,NA,"American Pale Lager",12,"Hops & Grain Brewery",396,"Austin"," TX"
"1964","Alteration",502,0.051,40,"Altbier",12,"Hops & Grain Brewery",396,"Austin"," TX"
"1965","Pale Dog",501,0.06,50,"American Pale Ale (APA)",12,"Hops & Grain Brewery",396,"Austin"," TX"
"1966","Super G IPA",1498,0.06,NA,"American IPA",16,"White Flame Brewing Company",397,"Hudsonville"," MI"
"1967","1881 California Red",1479,0.056,35,"American Amber / Red Ale",12,"Ruhstaller Beer Company",398,"Sacramento"," CA"
"1968","CAPT Black IPA",1478,0.073,55,"American Black Ale",12,"Ruhstaller Beer Company",398,"Sacramento"," CA"
"1969","Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,"American Amber / Red Lager",12,"Ruhstaller Beer Company",398,"Sacramento"," CA"
"1970","CAPT Black IPA",883,0.073,55,"American Black Ale",16,"Ruhstaller Beer Company",398,"Sacramento"," CA"
"1971","1881 California Red Ale",882,0.056,35,"American Amber / Red Ale",16,"Ruhstaller Beer Company",398,"Sacramento"," CA"
"1972","Oval Beach Blonde Ale",1477,0.05,11,"American Blonde Ale",16,"Saugatuck Brewing Company",399,"Douglas"," MI"
"1973","Squeaky Bike Nut Brown Ale",1476,0.04,NA,"American Brown Ale",16,"Moab Brewery",400,"Moab"," UT"
"1974","Dead Horse Amber",902,0.04,NA,"American Pale Wheat Ale",16,"Moab Brewery",400,"Moab"," UT"
"1975","Rocket Bike American Lager",645,0.04,NA,"California Common / Steam Beer",16,"Moab Brewery",400,"Moab"," UT"
"1976","Johnny's American IPA",644,0.04,NA,"American IPA",16,"Moab Brewery",400,"Moab"," UT"
"1977","Macon Progress Ale",1475,0.05,NA,"American Pale Ale (APA)",12,"Macon Beer Company",401,"Macon"," GA"
"1978","Macon History Ale",1008,0.055,NA,"American Brown Ale",12,"Macon Beer Company",401,"Macon"," GA"
"1979","Dusty Trail Pale Ale",1474,0.054,NA,"American Pale Ale (APA)",16,"Amnesia Brewing Company",402,"Washougal"," WA"
"1980","Damnesia",1473,0.062,NA,"American IPA",16,"Amnesia Brewing Company",402,"Washougal"," WA"
"1981","Desolation IPA",837,0.062,43,"American IPA",16,"Amnesia Brewing Company",402,"Washougal"," WA"
"1982","Wolverine Premium Lager",1468,0.047,15,"American Pale Lager",12,"Wolverine State Brewing Company",403,"Ann Arbor"," MI"
"1983","Happy Cider",1467,0.055,NA,"Cider",16,"Red Tank Cider Company",404,"Bend"," OR"
"1984","Granny Smith Hard Apple Cider",1465,0.069,NA,"Cider",16,"Cascadia Ciderworks United",405,"Portland"," OR"
"1985","Dry Hard Apple Cider",1464,0.069,NA,"Cider",16,"Cascadia Ciderworks United",405,"Portland"," OR"
"1986","Sudice American Stout",1455,0.07,58,"American Stout",16,"Fate Brewing Company",406,"Boulder"," CO"
"1987","Parcae Belgian Style Pale Ale",1454,0.05,20,"Belgian Pale Ale",16,"Fate Brewing Company",406,"Boulder"," CO"
"1988","Norns Roggenbier",1453,0.05,20,"Roggenbier",16,"Fate Brewing Company",406,"Boulder"," CO"
"1989","Laimas Kölsch Style Ale",1452,0.05,20,"Kölsch",16,"Fate Brewing Company",406,"Boulder"," CO"
"1990","Moirai India Pale Ale",1451,0.07,70,"American IPA",16,"Fate Brewing Company",406,"Boulder"," CO"
"1991","Lazy Monk Bohemian Pilsner",1445,0.05,NA,"Czech Pilsener",16,"Lazy Monk Brewing",407,"Eau Claire"," WI"
"1992","Blown Out Brown",1441,0.052,NA,"American Brown Ale",12,"Bitter Root Brewing",408,"Hamilton"," MT"
"1993","Single Hop Ale",1413,0.063,NA,"American Pale Ale (APA)",12,"Bitter Root Brewing",408,"Hamilton"," MT"
"1994","Sawtooth Ale",1411,0.054,NA,"American Blonde Ale",12,"Bitter Root Brewing",408,"Hamilton"," MT"
"1995","Pub Beer",1436,0.05,NA,"American Pale Lager",12,"10 Barrel Brewing Company",409,"Bend"," OR"
"1996","Hat Trick Hop IPA",1433,0.068,NA,"American IPA",16,"Tamarack Brewing Company",410,"Lakeside"," MT"
"1997","Yard Sale Amber Ale",1432,0.056,NA,"American Amber / Red Ale",16,"Tamarack Brewing Company",410,"Lakeside"," MT"
"1998","Weiss Trash Culture",1417,0.034,6,"Berliner Weissbier",12,"New England Brewing Company",411,"Woodbridge"," CT"
"1999","Sea Hag IPA",885,0.062,NA,"American IPA",12,"New England Brewing Company",411,"Woodbridge"," CT"
"2000","Elm City Pilsner",884,0.05,NA,"American Pilsner",12,"New England Brewing Company",411,"Woodbridge"," CT"
"2001","Atlantic Amber Ale (2004)",757,0.05,NA,"American Amber / Red Ale",12,"New England Brewing Company",411,"Woodbridge"," CT"
"2002","668 Neighbor of the Beast12 oz.",568,0.09,NA,"Belgian Pale Ale",12,"New England Brewing Company",411,"Woodbridge"," CT"
"2003","Gandhi-Bot Double IPA (12 oz.)",320,0.088,85,"American Double / Imperial IPA",12,"New England Brewing Company",411,"Woodbridge"," CT"
"2004","668 Neighbor of the Beast (16 oz.) (2010)",43,0.09,NA,"Belgian Pale Ale",16,"New England Brewing Company",411,"Woodbridge"," CT"
"2005","Gandhi-Bot Double IPA (16 oz.) (2010)",42,0.088,85,"American Double / Imperial IPA",16,"New England Brewing Company",411,"Woodbridge"," CT"
"2006","Elm City Lager (2007)",41,0.05,NA,"American Pilsner",12,"New England Brewing Company",411,"Woodbridge"," CT"
"2007","Atlantic Amber Ale (2007)",40,0.05,NA,"American Amber / Red Ale",12,"New England Brewing Company",411,"Woodbridge"," CT"
"2008","Sea Hag IPA (Current)",39,0.062,NA,"American IPA",12,"New England Brewing Company",411,"Woodbridge"," CT"
"2009","Dry Cider",1416,0.065,NA,"Cider",16,"Seattle Cider Company",412,"Seattle"," WA"
"2010","Dry Hard Cider",1415,0.065,NA,"Cider",16,"Seattle Cider Company",412,"Seattle"," WA"
"2011","Sand Island Lighthouse",1410,0.051,25,"Kölsch",12,"Straight to Ale",413,"Huntsville"," AL"
"2012","Lily Flagg Milk Stout",925,0.05,30,"Milk / Sweet Stout",12,"Straight to Ale",413,"Huntsville"," AL"
"2013","Monkeynaut IPA",637,0.072,70,"American IPA",12,"Straight to Ale",413,"Huntsville"," AL"
"2014","Heavy Machinery IPA Series #1: Heavy Fist",1409,0.07,NA,"American Black Ale",16,"Austin Beerworks",414,"Austin"," TX"
"2015","Fire Eagle IPA",343,0.062,NA,"American IPA",12,"Austin Beerworks",414,"Austin"," TX"
"2016","Peacemaker",342,0.051,NA,"American Pale Ale (APA)",12,"Austin Beerworks",414,"Austin"," TX"
"2017","Pearl-Snap",341,0.053,NA,"German Pilsener",12,"Austin Beerworks",414,"Austin"," TX"
"2018","Black Thunder",340,0.052,NA,"Schwarzbier",12,"Austin Beerworks",414,"Austin"," TX"
"2019","Kölsch 151",1408,0.049,16,"Kölsch",12,"Blue Mountain Brewery",415,"Arrington"," VA"
"2020","Tybee Island Blonde",1407,0.047,17,"American Blonde Ale",12,"Coastal Empire Beer Company",416,"Savannah"," GA"
"2021","Savannah Brown Ale",1406,0.062,55,"American Brown Ale",12,"Coastal Empire Beer Company",416,"Savannah"," GA"
"2022","Helen's Blend",1405,0.05,NA,"Cider",12,"Jack's Hard Cider (Hauser Estate...",417,"Biglerville"," PA"
"2023","Jack's Hard Cider",823,0.051,NA,"Cider",12,"Jack's Hard Cider (Hauser Estate...",417,"Biglerville"," PA"
"2024","Hazed & Infused",1395,0.049,35,"American Pale Ale (APA)",12,"Boulder Beer Company",418,"Boulder"," CO"
"2025","Hoopla Pale Ale",808,0.057,35,"American Pale Ale (APA)",12,"Boulder Beer Company",418,"Boulder"," CO"
"2026","Hazed & Infused (2010)",81,0.049,35,"American Pale Ale (APA)",12,"Boulder Beer Company",418,"Boulder"," CO"
